,Unnamed: 0,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
425,425,Church and Wellesley,43.6658599,-79.38315990000001,Kawa Sushi,43.66389438938989,-79.38021009464504,Japanese Restaurant
426,426,Church and Wellesley,43.6658599,-79.38315990000001,Riddle Room,43.66588109243845,-79.38493615023397,Escape Room
427,427,Church and Wellesley,43.6658599,-79.38315990000001,Seduction,43.66562020759618,-79.38468138721245,Adult Boutique
428,428,Church and Wellesley,43.6658599,-79.38315990000001,Piedmont Coffee Bar,43.66828640594333,-79.38252026711419,Coffee Shop
429,429,Church and Wellesley,43.6658599,-79.38315990000001,Kothur Indian Cuisine,43.667872295582065,-79.38565911153148,Indian Restaurant
430,430,Church and Wellesley,43.6658599,-79.38315990000001,Churchmouse & Firkin,43.664632173283465,-79.38040612389895,Pub
431,431,Church and Wellesley,43.6658599,-79.38315990000001,Ethiopian House,43.666598704396804,-79.38566906742606,Ethiopian Restaurant
432,432,Church and Wellesley,43.6658599,-79.38315990000001,401 Games,43.66362327785325,-79.3840374323983,Hobby Shop
433,433,Church and Wellesley,43.6658599,-79.38315990000001,Baskin-Robbins,43.665073081150744,-79.38068437615618,Ice Cream Shop
434,434,Church and Wellesley,43.6658599,-79.38315990000001,Church Street Espresso,43.66829221417146,-79.38187727767004,Café
435,435,Church and Wellesley,43.6658599,-79.38315990000001,The Men's Room,43.66444559652594,-79.38006704821788,Men's Store
436,436,Church and Wellesley,43.6658599,-79.38315990000001,Ginger,43.66537154278578,-79.38084590182032,Vietnamese Restaurant
437,437,Church and Wellesley,43.6658599,-79.38315990000001,Black Eagle,43.66408473971554,-79.38009823456886,Gay Bar
438,438,Church and Wellesley,43.6658599,-79.38315990000001,Toronto Hemp Company,43.66841942932053,-79.38584843598086,Smoke Shop
439,439,Church and Wellesley,43.6658599,-79.38315990000001,The Keg Steakhouse + Bar,43.66675618397813,-79.37830241801963,Steakhouse
440,440,Church and Wellesley,43.6658599,-79.38315990000001,Wish,43.66875926600152,-79.38569365317709,Restaurant
441,441,Church and Wellesley,43.6658599,-79.38315990000001,Woody's and Sailor,43.66438968402353,-79.38036131100687,Gay Bar
442,442,Church and Wellesley,43.6658599,-79.38315990000001,Bikram Yoga Yonge,43.66820532149228,-79.38578009605408,Yoga Studio
443,443,Church and Wellesley,43.6658599,-79.38315990000001,Tokyo Sushi,43.66588533093685,-79.38697684868161,Sushi Restaurant
444,444,Church and Wellesley,43.6658599,-79.38315990000001,Wow! Sushi,43.668514,-79.386686,Sushi Restaurant
445,445,Church and Wellesley,43.6658599,-79.38315990000001,Kintaro,43.664151602498634,-79.38026409399563,Sake Bar
446,446,Church and Wellesley,43.6658599,-79.38315990000001,Hair Of The Dog,43.66282779855822,-79.37966975971743,Gastropub
447,447,Church and Wellesley,43.6658599,-79.38315990000001,The Anndore House,43.66880060698211,-79.38541264736057,Hotel
448,448,Church and Wellesley,43.6658599,-79.38315990000001,Out On The Street,43.66829316903279,-79.3803404783587,Men's Store
449,449,Church and Wellesley,43.6658599,-79.38315990000001,Cawthra Square Dog Park,43.66658331158984,-79.3800401687622,Dog Run
450,450,Church and Wellesley,43.6658599,-79.38315990000001,Burrito Bandidos,43.662962178169344,-79.38395554190545,Burrito Place
451,451,Church and Wellesley,43.6658599,-79.38315990000001,Central YMCA,43.663083310067655,-79.38502493214878,Distribution Center
452,452,Church and Wellesley,43.6658599,-79.38315990000001,Constantine,43.66877272707399,-79.38528710685652,Mediterranean Restaurant
453,453,Church and Wellesley,43.6658599,-79.38315990000001,The Yoga Sanctuary,43.661499497597596,-79.38363613350755,Yoga Studio
454,454,Church and Wellesley,43.6658599,-79.38315990000001,Rooster Coffee House,43.66965378571954,-79.379870566686,Coffee Shop
455,455,Church and Wellesley,43.6658599,-79.38315990000001,The Betty Oliphant Theatre,43.66431490303621,-79.37772963287725,Theater
456,456,Church and Wellesley,43.6658599,-79.38315990000001,Tokyo Kitchen,43.668782623738615,-79.38515305215851,Japanese Restaurant
457,457,Church and Wellesley,43.6658599,-79.38315990000001,NC Salon +,43.66940593538455,-79.38674752555433,Health & Beauty Service
458,458,Church and Wellesley,43.6658599,-79.38315990000001,The Blake House,43.664468354131486,-79.37747087203942,American Restaurant
459,459,Church and Wellesley,43.6658599,-79.38315990000001,Miss Korea,43.66894989012165,-79.38616491615092,Korean Restaurant
460,460,Church and Wellesley,43.6658599,-79.38315990000001,7 West Cafe,43.66866503275271,-79.38682953936423,Café
461,461,Church and Wellesley,43.6658599,-79.38315990000001,The Salad House,43.66950801847592,-79.38606068373157,Mediterranean Restaurant
462,462,Church and Wellesley,43.6658599,-79.38315990000001,H Mart,43.669331595476315,-79.38625713488061,Grocery Store
463,463,Church and Wellesley,43.6658599,-79.38315990000001,Ritz Caribbean Food,43.66954527049821,-79.38650615702159,Caribbean Restaurant
464,464,Church and Wellesley,43.6658599,-79.38315990000001,Starbucks,43.662407,-79.38594300000001,Coffee Shop
465,465,Church and Wellesley,43.6658599,-79.38315990000001,Onnki Donburi,43.66975742655125,-79.3845741987884,Japanese Restaurant
466,466,Church and Wellesley,43.6658599,-79.38315990000001,Rolltation,43.669388,-79.386566,Sushi Restaurant
467,467,Church and Wellesley,43.6658599,-79.38315990000001,O. Noir,43.669144654205674,-79.3825046582174,Restaurant
468,468,Church and Wellesley,43.6658599,-79.38315990000001,Joe Fresh,43.661955999999996,-79.38016,Clothing Store
469,469,Church and Wellesley,43.6658599,-79.38315990000001,Kokoni Izakaya,43.664181433817156,-79.38025833040214,Japanese Restaurant
470,470,Church and Wellesley,43.6658599,-79.38315990000001,Church Street Garage,43.66471024069593,-79.3803316033599,Gay Bar
471,471,Church and Wellesley,43.6658599,-79.38315990000001,Town Inn Suites,43.66905597213064,-79.38257311903673,Hotel
472,472,Church and Wellesley,43.6658599,-79.38315990000001,The Drink,43.66416675815651,-79.3801489917456,Coffee Shop
473,473,Church and Wellesley,43.6658599,-79.38315990000001,Flash,43.66431873076485,-79.38019013536531,Strip Club
474,474,Church and Wellesley,43.6658599,-79.38315990000001,A&W,43.66641495866356,-79.37823495735253,Fast Food Restaurant
475,475,Church and Wellesley,43.6658599,-79.38315990000001,Alexander Wood Statue,43.66370219409484,-79.38030123823394,Sculpture Garden
476,476,Church and Wellesley,43.6658599,-79.38315990000001,Noah's Natural Foods,43.668532095753925,-79.38588463120627,Food & Drink Shop
477,477,Church and Wellesley,43.6658599,-79.38315990000001,Asahi Sushi,43.66987385309732,-79.38294265075163,Sushi Restaurant
478,478,Church and Wellesley,43.6658599,-79.38315990000001,Croissant Tree,43.66957516951418,-79.38233074294871,Coffee Shop
479,479,Church and Wellesley,43.6658599,-79.38315990000001,Bishop and Belcher,43.67009573008565,-79.38235405899651,Pub
480,480,Church and Wellesley,43.6658599,-79.38315990000001,McDonald's,43.66885353562161,-79.38596211512765,Fast Food Restaurant
481,481,Church and Wellesley,43.6658599,-79.38315990000001,Feed Me More Pet Foods,43.6639154537487,-79.38021337647847,Pet Store
482,482,"Regent Park, Harbourfront",43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
483,483,"Regent Park, Harbourfront",43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913512,Coffee Shop
484,484,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cooper Koo Family YMCA,43.653249101772445,-79.35800826343677,Distribution Center
485,485,"Regent Park, Harbourfront",43.6542599,-79.3606359,Morning Glory Cafe,43.6539469426353,-79.36114884214422,Breakfast Spot
486,486,"Regent Park, Harbourfront",43.6542599,-79.3606359,Body Blitz Spa East,43.654735050453645,-79.35987433132891,Spa
487,487,"Regent Park, Harbourfront",43.6542599,-79.3606359,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
488,488,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Extension Room,43.65331304337331,-79.35972538072777,Gym / Fitness Center
489,489,"Regent Park, Harbourfront",43.6542599,-79.3606359,Corktown Common,43.65561779974973,-79.35621133974291,Park
490,490,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Distillery Historic District,43.65024435658077,-79.35932278633119,Historic Site
491,491,"Regent Park, Harbourfront",43.6542599,-79.3606359,SOMA chocolatemaker,43.65062222570758,-79.35812684032682,Chocolate Shop
492,492,"Regent Park, Harbourfront",43.6542599,-79.3606359,Distillery Sunday Market,43.650074989330655,-79.36183171318666,Farmers Market
493,493,"Regent Park, Harbourfront",43.6542599,-79.3606359,Figs Breakfast & Lunch,43.65567455427388,-79.36450328924941,Breakfast Spot
494,494,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
495,495,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cacao 70,43.65006669456167,-79.36072263183006,Dessert Shop
496,496,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sumach Espresso,43.65813540553307,-79.35951549011845,Coffee Shop
497,497,"Regent Park, Harbourfront",43.6542599,-79.3606359,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
498,498,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
499,499,"Regent Park, Harbourfront",43.6542599,-79.3606359,Starbucks,43.651613,-79.364917,Coffee Shop
500,500,"Regent Park, Harbourfront",43.6542599,-79.3606359,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
501,501,"Regent Park, Harbourfront",43.6542599,-79.3606359,Underpass Park,43.65576361726025,-79.3548059463501,Park
502,502,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,French Restaurant
503,503,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Sweet Escape Patisserie,43.650632173026096,-79.35870913127346,Bakery
504,504,"Regent Park, Harbourfront",43.6542599,-79.3606359,Parliament Square Park,43.65026388338689,-79.36219509081177,Park
505,505,"Regent Park, Harbourfront",43.6542599,-79.3606359,Brick Street Bakery,43.650574039683974,-79.35953942981405,Bakery
506,506,"Regent Park, Harbourfront",43.6542599,-79.3606359,Berkeley Church,43.655123241745,-79.36587330410704,Event Space
507,507,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dark Horse Espresso Bar,43.65308057884428,-79.3570778621122,Coffee Shop
508,508,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Yoga Lounge,43.655515222617204,-79.36495542526245,Yoga Studio
509,509,"Regent Park, Harbourfront",43.6542599,-79.3606359,Caffe Furbo,43.64996988230381,-79.3588494638819,Café
510,510,"Regent Park, Harbourfront",43.6542599,-79.3606359,El Catrin,43.650600737117,-79.35892024942333,Mexican Restaurant
511,511,"Regent Park, Harbourfront",43.6542599,-79.3606359,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
512,512,"Regent Park, Harbourfront",43.6542599,-79.3606359,Wildly Delicious Cafe,43.650435878321964,-79.35886151813071,Café
513,513,"Regent Park, Harbourfront",43.6542599,-79.3606359,Soulpepper Theatre,43.65078003430492,-79.35761534068922,Theater
514,514,"Regent Park, Harbourfront",43.6542599,-79.3606359,ODIN Cafe + Bar,43.65673854492805,-79.35650305267754,Café
515,515,"Regent Park, Harbourfront",43.6542599,-79.3606359,John Fluevog Shoes,43.64989585773888,-79.35943595030609,Shoe Store
516,516,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Aviary,43.65363394725125,-79.35466212072043,Pub
517,517,"Regent Park, Harbourfront",43.6542599,-79.3606359,Mill St. Brew Pub,43.65035331843578,-79.3584893665057,Pub
518,518,"Regent Park, Harbourfront",43.6542599,-79.3606359,Ontario Spring Water Sake Company,43.649921646081026,-79.36007302731127,Brewery
519,519,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arta Gallery,43.650022181882065,-79.36122168476822,Art Gallery
520,520,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Abnormal Beauty Company,43.649892147381,-79.36100510852191,Cosmetics Shop
521,521,"Regent Park, Harbourfront",43.6542599,-79.3606359,Vistek,43.657046400257215,-79.35966695607046,Electronics Store
522,522,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Beer Store,43.657773,-79.3574632,Beer Store
523,523,"Regent Park, Harbourfront",43.6542599,-79.3606359,TD Canada Trust,43.65277976270277,-79.35633626256559,Bank
524,524,"Regent Park, Harbourfront",43.6542599,-79.3606359,Savoury Grounds,43.65682097000449,-79.3589698353747,Coffee Shop
525,525,"Regent Park, Harbourfront",43.6542599,-79.3606359,Residence & Conference Centre,43.653040000000004,-79.35704,Hotel
526,526,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Healthy Road,43.65626458588645,-79.35711882680904,Health Food Store
527,527,"Regent Park, Harbourfront",43.6542599,-79.3606359,GW General,43.650495,-79.357538,Antique Shop
528,528,"Garden District, Ryerson",43.6571618,-79.37893709999999,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
529,529,"Garden District, Ryerson",43.6571618,-79.37893709999999,Page One Cafe,43.657771611126,-79.37607256916809,Café
530,530,"Garden District, Ryerson",43.6571618,-79.37893709999999,Silver Snail Comics,43.657031379584076,-79.38140310220501,Comic Shop
531,531,"Garden District, Ryerson",43.6571618,-79.37893709999999,Yonge-Dundas Square,43.656053897421884,-79.38049504264389,Plaza
532,532,"Garden District, Ryerson",43.6571618,-79.37893709999999,Burrito Boyz,43.656265264409015,-79.3783431837677,Burrito Place
533,533,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
534,534,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997794,Ramen Restaurant
535,535,"Garden District, Ryerson",43.6571618,-79.37893709999999,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
536,536,"Garden District, Ryerson",43.6571618,-79.37893709999999,Blaze Pizza,43.656518,-79.380015,Pizza Place
537,537,"Garden District, Ryerson",43.6571618,-79.37893709999999,Five Guys,43.65711651847632,-79.38085267976494,Burger Joint
538,538,"Garden District, Ryerson",43.6571618,-79.37893709999999,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
539,539,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Senator Restaurant,43.65564091455336,-79.37919882575555,Diner
540,540,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
541,541,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
542,542,"Garden District, Ryerson",43.6571618,-79.37893709999999,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
543,543,"Garden District, Ryerson",43.6571618,-79.37893709999999,Tokyo Smoke,43.65723,-79.38087,Coffee Shop
544,544,"Garden District, Ryerson",43.6571618,-79.37893709999999,Oakham Café,43.658077944767534,-79.37831497990125,Café
545,545,"Garden District, Ryerson",43.6571618,-79.37893709999999,Samsung Experience Store (Eaton Centre),43.65564777812532,-79.38101080745759,Electronics Store
546,546,"Garden District, Ryerson",43.6571618,-79.37893709999999,Chipotle Mexican Grill,43.656859999999995,-79.38091,Mexican Restaurant
547,547,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ryerson Image Centre,43.657523371610935,-79.37945958709186,Art Gallery
548,548,"Garden District, Ryerson",43.6571618,-79.37893709999999,CF Toronto Eaton Centre,43.65444692040145,-79.38095230798749,Shopping Mall
549,549,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kinka Izakaya Original,43.66059636632362,-79.37889120754515,Japanese Restaurant
550,550,"Garden District, Ryerson",43.6571618,-79.37893709999999,Solei Tanning Salon,43.65473408234762,-79.38024826065258,Tanning Salon
551,551,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
552,552,"Garden District, Ryerson",43.6571618,-79.37893709999999,Barberian's Steak House,43.657755129259264,-79.38217741375935,Steakhouse
553,553,"Garden District, Ryerson",43.6571618,-79.37893709999999,Elgin And Winter Garden Theatres,43.65339379601959,-79.3785073962175,Theater
554,554,"Garden District, Ryerson",43.6571618,-79.37893709999999,Crepe Delicious,43.65453648827725,-79.38088885547485,Fast Food Restaurant
555,555,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
556,556,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Grand Hotel & Suites Toronto,43.656449012077424,-79.3741100180102,Hotel
557,557,"Garden District, Ryerson",43.6571618,-79.37893709999999,306 Yonge Street - Jordan Store,43.65649471160899,-79.38101531134684,Sporting Goods Shop
558,558,"Garden District, Ryerson",43.6571618,-79.37893709999999,BMV Books,43.6570470610916,-79.3816606143166,Bookstore
559,559,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kinton Ramen,43.66063169500672,-79.37887964897601,Ramen Restaurant
560,560,"Garden District, Ryerson",43.6571618,-79.37893709999999,Lake Devo,43.6569936860937,-79.37689788366987,Lake
561,561,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Elm Tree Restaurant,43.65739749535259,-79.38376054171512,Modern European Restaurant
562,562,"Garden District, Ryerson",43.6571618,-79.37893709999999,Elmwood Spa,43.657759234136705,-79.38258620521141,Spa
563,563,"Garden District, Ryerson",43.6571618,-79.37893709999999,Bourbon St. Grill,43.65513514101621,-79.3808225262395,Fast Food Restaurant
564,564,"Garden District, Ryerson",43.6571618,-79.37893709999999,Indigo,43.65351471121164,-79.38069591056922,Bookstore
565,565,"Garden District, Ryerson",43.6571618,-79.37893709999999,LUSH,43.653557,-79.3804,Cosmetics Shop
566,566,"Garden District, Ryerson",43.6571618,-79.37893709999999,MUJI,43.656024,-79.383284,Miscellaneous Shop
567,567,"Garden District, Ryerson",43.6571618,-79.37893709999999,DAVIDsTEA,43.65521877547618,-79.38094518163426,Tea Room
568,568,"Garden District, Ryerson",43.6571618,-79.37893709999999,Danish Pastry House,43.654574,-79.38074,Bakery
569,569,"Garden District, Ryerson",43.6571618,-79.37893709999999,Red Lobster,43.656328,-79.38362099999999,Seafood Restaurant
570,570,"Garden District, Ryerson",43.6571618,-79.37893709999999,Nordstrom,43.655041,-79.3809665,Clothing Store
571,571,"Garden District, Ryerson",43.6571618,-79.37893709999999,Second Cup,43.65602745564191,-79.38057491935326,Coffee Shop
572,572,"Garden District, Ryerson",43.6571618,-79.37893709999999,College Park Area,43.659453000000006,-79.383785,Park
573,573,"Garden District, Ryerson",43.6571618,-79.37893709999999,Citrus Restaurant & Lounge @ The Grand Hotel,43.65627304573888,-79.37422062269164,Lounge
574,574,"Garden District, Ryerson",43.6571618,-79.37893709999999,The 3 Brewers,43.655474284721,-79.38041324445061,Beer Bar
575,575,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ali Baba's - Yonge north of Dundas,43.65791597172264,-79.38168923893144,Middle Eastern Restaurant
576,576,"Garden District, Ryerson",43.6571618,-79.37893709999999,SEPHORA,43.653527200000006,-79.3801543,Cosmetics Shop
577,577,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ethiopiques,43.656512743041546,-79.37707774884599,Ethiopian Restaurant
578,578,"Garden District, Ryerson",43.6571618,-79.37893709999999,Magic Tailor,43.653741582288646,-79.3797452388142,Clothing Store
579,579,"Garden District, Ryerson",43.6571618,-79.37893709999999,Marriott Downtown at CF Toronto Eaton Centre,43.65472844428402,-79.38242163509129,Hotel
580,580,"Garden District, Ryerson",43.6571618,-79.37893709999999,MAC Cosmetics,43.65405547492733,-79.38071368220903,Cosmetics Shop
581,581,"Garden District, Ryerson",43.6571618,-79.37893709999999,Tangerine Café,43.65393690330819,-79.37972202364307,Bank
582,582,"Garden District, Ryerson",43.6571618,-79.37893709999999,Chatime 日出茶太,43.65554164147378,-79.38468427043243,Bubble Tea Shop
583,583,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kabul Express,43.65669146835465,-79.37664313658586,Middle Eastern Restaurant
584,584,"Garden District, Ryerson",43.6571618,-79.37893709999999,Balzac's Coffee,43.65785440672278,-79.37919981155156,Coffee Shop
585,585,"Garden District, Ryerson",43.6571618,-79.37893709999999,Roots,43.65361341708363,-79.38024401664735,Clothing Store
586,586,"Garden District, Ryerson",43.6571618,-79.37893709999999,Trattoria Mercatto,43.654453144701996,-79.38097410756741,Italian Restaurant
587,587,"Garden District, Ryerson",43.6571618,-79.37893709999999,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant
588,588,"Garden District, Ryerson",43.6571618,-79.37893709999999,Starbucks,43.65446528594945,-79.37891894388453,Coffee Shop
589,589,"Garden District, Ryerson",43.6571618,-79.37893709999999,Urban Outfitters,43.654411078456974,-79.38005491917738,Clothing Store
590,590,"Garden District, Ryerson",43.6571618,-79.37893709999999,Starbucks,43.655969120455424,-79.38268426666407,Coffee Shop
591,591,"Garden District, Ryerson",43.6571618,-79.37893709999999,Coco Fresh Tea & Juice,43.65865989038909,-79.38204032226335,Bubble Tea Shop
592,592,"Garden District, Ryerson",43.6571618,-79.37893709999999,Nordstrom Ebar,43.654648676831954,-79.38057377013143,Coffee Shop
593,593,"Garden District, Ryerson",43.6571618,-79.37893709999999,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.656062872456424,-79.38369472446466,Dessert Shop
594,594,"Garden District, Ryerson",43.6571618,-79.37893709999999,HomeSense,43.653053299999996,-79.37944959999999,Furniture / Home Store
595,595,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hard Candy Fitness,43.65955618049781,-79.38244024080487,Gym / Fitness Center
596,596,"Garden District, Ryerson",43.6571618,-79.37893709999999,Bubble Republic Tea House 奶茶黨部,43.656707495984975,-79.38416470657434,Bubble Tea Shop
597,597,"Garden District, Ryerson",43.6571618,-79.37893709999999,EB Games,43.65529344166874,-79.38032812642463,Video Game Store
598,598,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ryerson Square,43.65698842888605,-79.37689617296417,Other Great Outdoors
599,599,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hollister Co.,43.65447966010221,-79.38091371769394,Clothing Store
600,600,"Garden District, Ryerson",43.6571618,-79.37893709999999,Panago,43.65825817735338,-79.38431282558369,Pizza Place
601,601,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ali Basha Cafè,43.65668970000001,-79.3754589,Hookah Bar
602,602,"Garden District, Ryerson",43.6571618,-79.37893709999999,Marshalls,43.659308,-79.3824621,Department Store
603,603,"Garden District, Ryerson",43.6571618,-79.37893709999999,KAKA,43.65745745164475,-79.38419169987877,Japanese Restaurant
604,604,"Garden District, Ryerson",43.6571618,-79.37893709999999,Paramount Fine Foods,43.65502870847598,-79.38024513018975,Middle Eastern Restaurant
605,605,"Garden District, Ryerson",43.6571618,-79.37893709999999,Bath & Body Works,43.654182471380004,-79.38094783233447,Distribution Center
606,606,"Garden District, Ryerson",43.6571618,-79.37893709999999,Smoke's Poutinerie,43.65737935238092,-79.37345459540276,Poutine Place
607,607,"Garden District, Ryerson",43.6571618,-79.37893709999999,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,Chinese Restaurant
608,608,"Garden District, Ryerson",43.6571618,-79.37893709999999,Victoria's Secret PINK,43.65335746417248,-79.3806734813237,Lingerie Store
609,609,"Garden District, Ryerson",43.6571618,-79.37893709999999,Katsuya,43.65986035759321,-79.37878806223506,Japanese Restaurant
610,610,"Garden District, Ryerson",43.6571618,-79.37893709999999,Vans,43.654825509733335,-79.38024076741965,Shoe Store
611,611,"Garden District, Ryerson",43.6571618,-79.37893709999999,VISA Screening Room #TIFF,43.6534148270092,-79.37845854142398,Movie Theater
612,612,"Garden District, Ryerson",43.6571618,-79.37893709999999,Starbucks,43.659509,-79.382132,Coffee Shop
613,613,"Garden District, Ryerson",43.6571618,-79.37893709999999,Victoria's Secret,43.653205881191866,-79.38052200729167,Lingerie Store
614,614,"Garden District, Ryerson",43.6571618,-79.37893709999999,Jack Astor's Bar & Grill,43.656019399920595,-79.38032551379719,Restaurant
615,615,"Garden District, Ryerson",43.6571618,-79.37893709999999,lululemon athletica,43.653286200000004,-79.3807642,Clothing Store
616,616,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ted Baker,43.65284284567131,-79.38032491863406,Clothing Store
617,617,"Garden District, Ryerson",43.6571618,-79.37893709999999,Reds Midtown Tavern,43.659128249470015,-79.38226565563254,Wine Bar
618,618,"Garden District, Ryerson",43.6571618,-79.37893709999999,Second Cup,43.652980800725366,-79.37740783371221,Café
619,619,"Garden District, Ryerson",43.6571618,-79.37893709999999,Fine Asian Bowl,43.65538660000001,-79.3803264,Vietnamese Restaurant
620,620,"Garden District, Ryerson",43.6571618,-79.37893709999999,Taiyaki NYC - Toronto,43.65558,-79.384462,Ice Cream Shop
621,621,"Garden District, Ryerson",43.6571618,-79.37893709999999,Starbucks,43.65907956058055,-79.38056191501433,Coffee Shop
622,622,"Garden District, Ryerson",43.6571618,-79.37893709999999,Shisha&Co,43.6567479206269,-79.37433722726891,Smoke Shop
623,623,"Garden District, Ryerson",43.6571618,-79.37893709999999,Abercrombie & Fitch,43.65291548392747,-79.38049525090148,Clothing Store
624,624,"Garden District, Ryerson",43.6571618,-79.37893709999999,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.38231400000001,Gym
625,625,"Garden District, Ryerson",43.6571618,-79.37893709999999,Good Earth Coffeehouse,43.65685033174256,-79.37471866607666,Coffee Shop
626,626,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Saint James Hotel,43.659398011456965,-79.38093249633705,Hotel
627,627,"Garden District, Ryerson",43.6571618,-79.37893709999999,Tim Hortons,43.65690736298195,-79.3773287381231,Coffee Shop
628,628,St. James Town,43.6514939,-79.3754179,GEORGE Restaurant,43.653346456350356,-79.3744449051126,Restaurant
629,629,St. James Town,43.6514939,-79.3754179,Gyu-Kaku Japanese BBQ,43.65142227549792,-79.37504693687086,Japanese Restaurant
630,630,St. James Town,43.6514939,-79.3754179,Fahrenheit Coffee,43.65238358726612,-79.3727190384827,Coffee Shop
631,631,St. James Town,43.6514939,-79.3754179,Pearl Diver,43.65148129073373,-79.37359954211877,Gastropub
632,632,St. James Town,43.6514939,-79.3754179,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
633,633,St. James Town,43.6514939,-79.3754179,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
634,634,St. James Town,43.6514939,-79.3754179,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
635,635,St. James Town,43.6514939,-79.3754179,Aveda Institute Toronto,43.650096409555616,-79.37362952211767,Cosmetics Shop
636,636,St. James Town,43.6514939,-79.3754179,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
637,637,St. James Town,43.6514939,-79.3754179,GoodLife Fitness Toronto 137 Yonge Street,43.651241999999996,-79.378068,Gym
638,638,St. James Town,43.6514939,-79.3754179,The Poké Box,43.650469315031785,-79.37631703952829,Poke Place
639,639,St. James Town,43.6514939,-79.3754179,Triple A Bar (AAA),43.65165840099557,-79.37272017234609,BBQ Joint
640,640,St. James Town,43.6514939,-79.3754179,Terroni,43.650927,-79.375602,Italian Restaurant
641,641,St. James Town,43.6514939,-79.3754179,Dineen Coffee,43.650496999999994,-79.378765,Café
642,642,St. James Town,43.6514939,-79.3754179,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
643,643,St. James Town,43.6514939,-79.3754179,The Omni King Edward Hotel,43.649190516019104,-79.37600612640388,Hotel
