,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
430,Church and Wellesley,43.6658599,-79.3831599,Churchmouse & Firkin,43.66463217328346,-79.38040612389896,Pub
431,Church and Wellesley,43.6658599,-79.3831599,Ethiopian House,43.6665987043968,-79.38566906742606,Ethiopian Restaurant
432,Church and Wellesley,43.6658599,-79.3831599,401 Games,43.663623277853254,-79.3840374323983,Hobby Shop
433,Church and Wellesley,43.6658599,-79.3831599,Baskin-Robbins,43.66507308115074,-79.38068437615618,Ice Cream Shop
434,Church and Wellesley,43.6658599,-79.3831599,Church Street Espresso,43.66829221417146,-79.38187727767004,Café
435,Church and Wellesley,43.6658599,-79.3831599,The Men's Room,43.664445596525944,-79.38006704821788,Men's Store
436,Church and Wellesley,43.6658599,-79.3831599,Ginger,43.665371542785785,-79.38084590182032,Vietnamese Restaurant
437,Church and Wellesley,43.6658599,-79.3831599,Black Eagle,43.66408473971554,-79.38009823456886,Gay Bar
438,Church and Wellesley,43.6658599,-79.3831599,Toronto Hemp Company,43.668419429320515,-79.38584843598086,Smoke Shop
439,Church and Wellesley,43.6658599,-79.3831599,The Keg Steakhouse + Bar,43.66675618397813,-79.37830241801962,Steakhouse
440,Church and Wellesley,43.6658599,-79.3831599,Wish,43.66875926600152,-79.38569365317709,Restaurant
441,Church and Wellesley,43.6658599,-79.3831599,Woody's and Sailor,43.664389684023526,-79.38036131100687,Gay Bar
442,Church and Wellesley,43.6658599,-79.3831599,Bikram Yoga Yonge,43.66820532149228,-79.38578009605408,Yoga Studio
443,Church and Wellesley,43.6658599,-79.3831599,Tokyo Sushi,43.665885330936845,-79.38697684868161,Sushi Restaurant
444,Church and Wellesley,43.6658599,-79.3831599,Wow! Sushi,43.668514,-79.386686,Sushi Restaurant
445,Church and Wellesley,43.6658599,-79.3831599,Kintaro,43.664151602498634,-79.38026409399562,Sake Bar
446,Church and Wellesley,43.6658599,-79.3831599,Hair Of The Dog,43.66282779855822,-79.37966975971744,Gastropub
447,Church and Wellesley,43.6658599,-79.3831599,The Anndore House,43.66880060698211,-79.38541264736057,Hotel
448,Church and Wellesley,43.6658599,-79.3831599,Out On The Street,43.668293169032786,-79.3803404783587,Men's Store
449,Church and Wellesley,43.6658599,-79.3831599,Cawthra Square Dog Park,43.66658331158984,-79.3800401687622,Dog Run
450,Church and Wellesley,43.6658599,-79.3831599,Burrito Bandidos,43.662962178169344,-79.38395554190546,Burrito Place
451,Church and Wellesley,43.6658599,-79.3831599,Central YMCA,43.663083310067655,-79.38502493214878,Distribution Center
452,Church and Wellesley,43.6658599,-79.3831599,Constantine,43.668772727073986,-79.38528710685651,Mediterranean Restaurant
453,Church and Wellesley,43.6658599,-79.3831599,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
454,Church and Wellesley,43.6658599,-79.3831599,Rooster Coffee House,43.66965378571954,-79.379870566686,Coffee Shop
455,Church and Wellesley,43.6658599,-79.3831599,The Betty Oliphant Theatre,43.6643149030362,-79.37772963287725,Theater
456,Church and Wellesley,43.6658599,-79.3831599,Tokyo Kitchen,43.66878262373862,-79.38515305215851,Japanese Restaurant
457,Church and Wellesley,43.6658599,-79.3831599,NC Salon +,43.66940593538455,-79.38674752555433,Health & Beauty Service
458,Church and Wellesley,43.6658599,-79.3831599,The Blake House,43.664468354131486,-79.37747087203942,American Restaurant
459,Church and Wellesley,43.6658599,-79.3831599,Miss Korea,43.668949890121645,-79.38616491615092,Korean Restaurant
460,Church and Wellesley,43.6658599,-79.3831599,7 West Cafe,43.66866503275271,-79.38682953936424,Café
461,Church and Wellesley,43.6658599,-79.3831599,The Salad House,43.669508018475916,-79.38606068373156,Mediterranean Restaurant
462,Church and Wellesley,43.6658599,-79.3831599,H Mart,43.66933159547631,-79.38625713488061,Grocery Store
463,Church and Wellesley,43.6658599,-79.3831599,Ritz Caribbean Food,43.66954527049821,-79.38650615702159,Caribbean Restaurant
464,Church and Wellesley,43.6658599,-79.3831599,Starbucks,43.662407,-79.385943,Coffee Shop
465,Church and Wellesley,43.6658599,-79.3831599,Onnki Donburi,43.669757426551236,-79.3845741987884,Japanese Restaurant
466,Church and Wellesley,43.6658599,-79.3831599,Rolltation,43.669388,-79.386566,Sushi Restaurant
467,Church and Wellesley,43.6658599,-79.3831599,O. Noir,43.66914465420568,-79.38250465821741,Restaurant
468,Church and Wellesley,43.6658599,-79.3831599,Joe Fresh,43.661956,-79.38016,Clothing Store
469,Church and Wellesley,43.6658599,-79.3831599,Kokoni Izakaya,43.664181433817156,-79.38025833040214,Japanese Restaurant
470,Church and Wellesley,43.6658599,-79.3831599,Church Street Garage,43.664710240695925,-79.3803316033599,Gay Bar
471,Church and Wellesley,43.6658599,-79.3831599,Town Inn Suites,43.66905597213064,-79.38257311903673,Hotel
472,Church and Wellesley,43.6658599,-79.3831599,The Drink,43.66416675815651,-79.3801489917456,Coffee Shop
473,Church and Wellesley,43.6658599,-79.3831599,Flash,43.66431873076484,-79.38019013536531,Strip Club
474,Church and Wellesley,43.6658599,-79.3831599,A&W,43.66641495866356,-79.37823495735253,Fast Food Restaurant
475,Church and Wellesley,43.6658599,-79.3831599,Alexander Wood Statue,43.66370219409484,-79.38030123823394,Sculpture Garden
476,Church and Wellesley,43.6658599,-79.3831599,Noah's Natural Foods,43.66853209575393,-79.38588463120627,Food & Drink Shop
477,Church and Wellesley,43.6658599,-79.3831599,Asahi Sushi,43.66987385309732,-79.38294265075162,Sushi Restaurant
478,Church and Wellesley,43.6658599,-79.3831599,Croissant Tree,43.66957516951418,-79.3823307429487,Coffee Shop
479,Church and Wellesley,43.6658599,-79.3831599,Bishop and Belcher,43.67009573008565,-79.38235405899651,Pub
480,Church and Wellesley,43.6658599,-79.3831599,McDonald's,43.668853535621594,-79.38596211512765,Fast Food Restaurant
481,Church and Wellesley,43.6658599,-79.3831599,Feed Me More Pet Foods,43.6639154537487,-79.38021337647847,Pet Store
482,"Regent Park, Harbourfront",43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
483,"Regent Park, Harbourfront",43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
484,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cooper Koo Family YMCA,43.65324910177244,-79.35800826343677,Distribution Center
485,"Regent Park, Harbourfront",43.6542599,-79.3606359,Morning Glory Cafe,43.653946942635294,-79.36114884214422,Breakfast Spot
486,"Regent Park, Harbourfront",43.6542599,-79.3606359,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
487,"Regent Park, Harbourfront",43.6542599,-79.3606359,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
488,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Extension Room,43.65331304337331,-79.35972538072777,Gym / Fitness Center
489,"Regent Park, Harbourfront",43.6542599,-79.3606359,Corktown Common,43.655617799749734,-79.3562113397429,Park
490,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
491,"Regent Park, Harbourfront",43.6542599,-79.3606359,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
492,"Regent Park, Harbourfront",43.6542599,-79.3606359,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
493,"Regent Park, Harbourfront",43.6542599,-79.3606359,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
494,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
495,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cacao 70,43.650066694561666,-79.36072263183006,Dessert Shop
496,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
497,"Regent Park, Harbourfront",43.6542599,-79.3606359,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
498,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
499,"Regent Park, Harbourfront",43.6542599,-79.3606359,Starbucks,43.651613,-79.364917,Coffee Shop
500,"Regent Park, Harbourfront",43.6542599,-79.3606359,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
501,"Regent Park, Harbourfront",43.6542599,-79.3606359,Underpass Park,43.65576361726024,-79.3548059463501,Park
502,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,French Restaurant
503,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Sweet Escape Patisserie,43.65063217302609,-79.35870913127346,Bakery
504,"Regent Park, Harbourfront",43.6542599,-79.3606359,Parliament Square Park,43.65026388338689,-79.36219509081177,Park
505,"Regent Park, Harbourfront",43.6542599,-79.3606359,Brick Street Bakery,43.650574039683974,-79.35953942981405,Bakery
506,"Regent Park, Harbourfront",43.6542599,-79.3606359,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
507,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,Coffee Shop
508,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Yoga Lounge,43.65551522261721,-79.36495542526245,Yoga Studio
509,"Regent Park, Harbourfront",43.6542599,-79.3606359,Caffe Furbo,43.649969882303814,-79.35884946388191,Café
510,"Regent Park, Harbourfront",43.6542599,-79.3606359,El Catrin,43.650600737116996,-79.35892024942333,Mexican Restaurant
511,"Regent Park, Harbourfront",43.6542599,-79.3606359,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
512,"Regent Park, Harbourfront",43.6542599,-79.3606359,Wildly Delicious Cafe,43.65043587832196,-79.3588615181307,Café
513,"Regent Park, Harbourfront",43.6542599,-79.3606359,Soulpepper Theatre,43.65078003430492,-79.35761534068922,Theater
514,"Regent Park, Harbourfront",43.6542599,-79.3606359,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café
515,"Regent Park, Harbourfront",43.6542599,-79.3606359,John Fluevog Shoes,43.64989585773889,-79.3594359503061,Shoe Store
516,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Aviary,43.65363394725125,-79.35466212072043,Pub
517,"Regent Park, Harbourfront",43.6542599,-79.3606359,Mill St. Brew Pub,43.65035331843578,-79.35848936650571,Pub
518,"Regent Park, Harbourfront",43.6542599,-79.3606359,Ontario Spring Water Sake Company,43.649921646081026,-79.36007302731126,Brewery
519,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arta Gallery,43.650022181882065,-79.36122168476822,Art Gallery
520,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Abnormal Beauty Company,43.649892147380996,-79.3610051085219,Cosmetics Shop
521,"Regent Park, Harbourfront",43.6542599,-79.3606359,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
522,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Beer Store,43.657773,-79.3574632,Beer Store
523,"Regent Park, Harbourfront",43.6542599,-79.3606359,TD Canada Trust,43.652779762702764,-79.3563362625656,Bank
524,"Regent Park, Harbourfront",43.6542599,-79.3606359,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
525,"Regent Park, Harbourfront",43.6542599,-79.3606359,Residence & Conference Centre,43.65304,-79.35704,Hotel
526,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Healthy Road,43.656264585886454,-79.35711882680904,Health Food Store
527,"Regent Park, Harbourfront",43.6542599,-79.3606359,GW General,43.650495,-79.357538,Antique Shop
528,"Garden District, Ryerson",43.6571618,-79.3789371,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
529,"Garden District, Ryerson",43.6571618,-79.3789371,Page One Cafe,43.65777161112601,-79.3760725691681,Café
530,"Garden District, Ryerson",43.6571618,-79.3789371,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
531,"Garden District, Ryerson",43.6571618,-79.3789371,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
532,"Garden District, Ryerson",43.6571618,-79.3789371,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
533,"Garden District, Ryerson",43.6571618,-79.3789371,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
534,"Garden District, Ryerson",43.6571618,-79.3789371,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997793,Ramen Restaurant
535,"Garden District, Ryerson",43.6571618,-79.3789371,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
536,"Garden District, Ryerson",43.6571618,-79.3789371,Blaze Pizza,43.656518,-79.380015,Pizza Place
537,"Garden District, Ryerson",43.6571618,-79.3789371,Five Guys,43.657116518476315,-79.38085267976494,Burger Joint
538,"Garden District, Ryerson",43.6571618,-79.3789371,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
539,"Garden District, Ryerson",43.6571618,-79.3789371,The Senator Restaurant,43.65564091455335,-79.37919882575557,Diner
540,"Garden District, Ryerson",43.6571618,-79.3789371,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
541,"Garden District, Ryerson",43.6571618,-79.3789371,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
542,"Garden District, Ryerson",43.6571618,-79.3789371,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
543,"Garden District, Ryerson",43.6571618,-79.3789371,Tokyo Smoke,43.65723,-79.38087,Coffee Shop
544,"Garden District, Ryerson",43.6571618,-79.3789371,Oakham Café,43.658077944767534,-79.37831497990125,Café
545,"Garden District, Ryerson",43.6571618,-79.3789371,Samsung Experience Store (Eaton Centre),43.65564777812532,-79.3810108074576,Electronics Store
546,"Garden District, Ryerson",43.6571618,-79.3789371,Chipotle Mexican Grill,43.65686,-79.38091,Mexican Restaurant
547,"Garden District, Ryerson",43.6571618,-79.3789371,Ryerson Image Centre,43.65752337161094,-79.37945958709186,Art Gallery
548,"Garden District, Ryerson",43.6571618,-79.3789371,CF Toronto Eaton Centre,43.654446920401455,-79.38095230798749,Shopping Mall
549,"Garden District, Ryerson",43.6571618,-79.3789371,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
550,"Garden District, Ryerson",43.6571618,-79.3789371,Solei Tanning Salon,43.654734082347616,-79.38024826065258,Tanning Salon
551,"Garden District, Ryerson",43.6571618,-79.3789371,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
552,"Garden District, Ryerson",43.6571618,-79.3789371,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
553,"Garden District, Ryerson",43.6571618,-79.3789371,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
554,"Garden District, Ryerson",43.6571618,-79.3789371,Crepe Delicious,43.654536488277245,-79.38088885547485,Fast Food Restaurant
555,"Garden District, Ryerson",43.6571618,-79.3789371,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
556,"Garden District, Ryerson",43.6571618,-79.3789371,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
557,"Garden District, Ryerson",43.6571618,-79.3789371,306 Yonge Street - Jordan Store,43.65649471160899,-79.38101531134684,Sporting Goods Shop
558,"Garden District, Ryerson",43.6571618,-79.3789371,BMV Books,43.657047061091596,-79.38166061431659,Bookstore
559,"Garden District, Ryerson",43.6571618,-79.3789371,Kinton Ramen,43.660631695006714,-79.37887964897601,Ramen Restaurant
560,"Garden District, Ryerson",43.6571618,-79.3789371,Lake Devo,43.6569936860937,-79.37689788366988,Lake
561,"Garden District, Ryerson",43.6571618,-79.3789371,The Elm Tree Restaurant,43.65739749535259,-79.38376054171513,Modern European Restaurant
562,"Garden District, Ryerson",43.6571618,-79.3789371,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa
563,"Garden District, Ryerson",43.6571618,-79.3789371,Bourbon St. Grill,43.6551351410162,-79.3808225262395,Fast Food Restaurant
564,"Garden District, Ryerson",43.6571618,-79.3789371,Indigo,43.65351471121164,-79.38069591056922,Bookstore
565,"Garden District, Ryerson",43.6571618,-79.3789371,LUSH,43.653557,-79.3804,Cosmetics Shop
566,"Garden District, Ryerson",43.6571618,-79.3789371,MUJI,43.656024,-79.383284,Miscellaneous Shop
567,"Garden District, Ryerson",43.6571618,-79.3789371,DAVIDsTEA,43.65521877547618,-79.38094518163427,Tea Room
568,"Garden District, Ryerson",43.6571618,-79.3789371,Danish Pastry House,43.654574,-79.38074,Bakery
569,"Garden District, Ryerson",43.6571618,-79.3789371,Red Lobster,43.656328,-79.383621,Seafood Restaurant
570,"Garden District, Ryerson",43.6571618,-79.3789371,Nordstrom,43.655041,-79.3809665,Clothing Store
571,"Garden District, Ryerson",43.6571618,-79.3789371,Second Cup,43.65602745564191,-79.38057491935326,Coffee Shop
572,"Garden District, Ryerson",43.6571618,-79.3789371,College Park Area,43.659453,-79.383785,Park
573,"Garden District, Ryerson",43.6571618,-79.3789371,Citrus Restaurant & Lounge @ The Grand Hotel,43.65627304573888,-79.37422062269164,Lounge
574,"Garden District, Ryerson",43.6571618,-79.3789371,The 3 Brewers,43.655474284721,-79.38041324445061,Beer Bar
575,"Garden District, Ryerson",43.6571618,-79.3789371,Ali Baba's - Yonge north of Dundas,43.65791597172264,-79.38168923893144,Middle Eastern Restaurant
576,"Garden District, Ryerson",43.6571618,-79.3789371,SEPHORA,43.6535272,-79.3801543,Cosmetics Shop
577,"Garden District, Ryerson",43.6571618,-79.3789371,Ethiopiques,43.65651274304155,-79.377077748846,Ethiopian Restaurant
578,"Garden District, Ryerson",43.6571618,-79.3789371,Magic Tailor,43.65374158228865,-79.37974523881418,Clothing Store
579,"Garden District, Ryerson",43.6571618,-79.3789371,Marriott Downtown at CF Toronto Eaton Centre,43.654728444284025,-79.3824216350913,Hotel
580,"Garden District, Ryerson",43.6571618,-79.3789371,MAC Cosmetics,43.65405547492733,-79.38071368220903,Cosmetics Shop
581,"Garden District, Ryerson",43.6571618,-79.3789371,Tangerine Café,43.653936903308185,-79.37972202364307,Bank
582,"Garden District, Ryerson",43.6571618,-79.3789371,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
583,"Garden District, Ryerson",43.6571618,-79.3789371,Kabul Express,43.65669146835466,-79.37664313658586,Middle Eastern Restaurant
584,"Garden District, Ryerson",43.6571618,-79.3789371,Balzac's Coffee,43.65785440672277,-79.37919981155157,Coffee Shop
585,"Garden District, Ryerson",43.6571618,-79.3789371,Roots,43.65361341708363,-79.38024401664734,Clothing Store
586,"Garden District, Ryerson",43.6571618,-79.3789371,Trattoria Mercatto,43.65445314470199,-79.3809741075674,Italian Restaurant
587,"Garden District, Ryerson",43.6571618,-79.3789371,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant
588,"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,43.65446528594945,-79.37891894388453,Coffee Shop
589,"Garden District, Ryerson",43.6571618,-79.3789371,Urban Outfitters,43.65441107845698,-79.38005491917738,Clothing Store
590,"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,43.65596912045543,-79.38268426666406,Coffee Shop
591,"Garden District, Ryerson",43.6571618,-79.3789371,Coco Fresh Tea & Juice,43.65865989038909,-79.38204032226336,Bubble Tea Shop
592,"Garden District, Ryerson",43.6571618,-79.3789371,Nordstrom Ebar,43.654648676831954,-79.38057377013143,Coffee Shop
593,"Garden District, Ryerson",43.6571618,-79.3789371,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.65606287245643,-79.38369472446465,Dessert Shop
594,"Garden District, Ryerson",43.6571618,-79.3789371,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
595,"Garden District, Ryerson",43.6571618,-79.3789371,Hard Candy Fitness,43.659556180497816,-79.38244024080487,Gym / Fitness Center
596,"Garden District, Ryerson",43.6571618,-79.3789371,Bubble Republic Tea House 奶茶黨部,43.656707495984975,-79.38416470657434,Bubble Tea Shop
597,"Garden District, Ryerson",43.6571618,-79.3789371,EB Games,43.65529344166874,-79.38032812642462,Video Game Store
598,"Garden District, Ryerson",43.6571618,-79.3789371,Ryerson Square,43.656988428886045,-79.37689617296417,Other Great Outdoors
599,"Garden District, Ryerson",43.6571618,-79.3789371,Hollister Co.,43.654479660102204,-79.38091371769396,Clothing Store
600,"Garden District, Ryerson",43.6571618,-79.3789371,Panago,43.65825817735338,-79.38431282558368,Pizza Place
601,"Garden District, Ryerson",43.6571618,-79.3789371,Ali Basha Cafè,43.6566897,-79.3754589,Hookah Bar
602,"Garden District, Ryerson",43.6571618,-79.3789371,Marshalls,43.659308,-79.3824621,Department Store
603,"Garden District, Ryerson",43.6571618,-79.3789371,KAKA,43.65745745164475,-79.38419169987876,Japanese Restaurant
604,"Garden District, Ryerson",43.6571618,-79.3789371,Paramount Fine Foods,43.65502870847598,-79.38024513018975,Middle Eastern Restaurant
605,"Garden District, Ryerson",43.6571618,-79.3789371,Bath & Body Works,43.65418247138001,-79.38094783233447,Distribution Center
606,"Garden District, Ryerson",43.6571618,-79.3789371,Smoke's Poutinerie,43.65737935238092,-79.37345459540276,Poutine Place
607,"Garden District, Ryerson",43.6571618,-79.3789371,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,Chinese Restaurant
608,"Garden District, Ryerson",43.6571618,-79.3789371,Victoria's Secret PINK,43.65335746417248,-79.3806734813237,Lingerie Store
609,"Garden District, Ryerson",43.6571618,-79.3789371,Katsuya,43.65986035759321,-79.37878806223506,Japanese Restaurant
610,"Garden District, Ryerson",43.6571618,-79.3789371,Vans,43.654825509733335,-79.38024076741966,Shoe Store
611,"Garden District, Ryerson",43.6571618,-79.3789371,VISA Screening Room #TIFF,43.6534148270092,-79.37845854142398,Movie Theater
612,"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,43.659509,-79.382132,Coffee Shop
613,"Garden District, Ryerson",43.6571618,-79.3789371,Victoria's Secret,43.65320588119187,-79.38052200729167,Lingerie Store
614,"Garden District, Ryerson",43.6571618,-79.3789371,Jack Astor's Bar & Grill,43.65601939992059,-79.38032551379719,Restaurant
615,"Garden District, Ryerson",43.6571618,-79.3789371,lululemon athletica,43.6532862,-79.3807642,Clothing Store
616,"Garden District, Ryerson",43.6571618,-79.3789371,Ted Baker,43.65284284567131,-79.38032491863406,Clothing Store
617,"Garden District, Ryerson",43.6571618,-79.3789371,Reds Midtown Tavern,43.659128249470015,-79.38226565563255,Wine Bar
618,"Garden District, Ryerson",43.6571618,-79.3789371,Second Cup,43.652980800725366,-79.3774078337122,Café
619,"Garden District, Ryerson",43.6571618,-79.3789371,Fine Asian Bowl,43.6553866,-79.3803264,Vietnamese Restaurant
620,"Garden District, Ryerson",43.6571618,-79.3789371,Taiyaki NYC - Toronto,43.65558,-79.384462,Ice Cream Shop
621,"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,43.65907956058055,-79.38056191501433,Coffee Shop
622,"Garden District, Ryerson",43.6571618,-79.3789371,Shisha&Co,43.6567479206269,-79.37433722726891,Smoke Shop
623,"Garden District, Ryerson",43.6571618,-79.3789371,Abercrombie & Fitch,43.65291548392747,-79.38049525090148,Clothing Store
624,"Garden District, Ryerson",43.6571618,-79.3789371,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.382314,Gym
625,"Garden District, Ryerson",43.6571618,-79.3789371,Good Earth Coffeehouse,43.65685033174256,-79.37471866607666,Coffee Shop
626,"Garden District, Ryerson",43.6571618,-79.3789371,The Saint James Hotel,43.659398011456965,-79.38093249633705,Hotel
627,"Garden District, Ryerson",43.6571618,-79.3789371,Tim Hortons,43.65690736298195,-79.3773287381231,Coffee Shop
628,St. James Town,43.6514939,-79.3754179,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
629,St. James Town,43.6514939,-79.3754179,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
630,St. James Town,43.6514939,-79.3754179,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
631,St. James Town,43.6514939,-79.3754179,Pearl Diver,43.651481290733734,-79.37359954211877,Gastropub
632,St. James Town,43.6514939,-79.3754179,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
633,St. James Town,43.6514939,-79.3754179,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
634,St. James Town,43.6514939,-79.3754179,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
635,St. James Town,43.6514939,-79.3754179,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
636,St. James Town,43.6514939,-79.3754179,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
637,St. James Town,43.6514939,-79.3754179,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
638,St. James Town,43.6514939,-79.3754179,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
639,St. James Town,43.6514939,-79.3754179,Triple A Bar (AAA),43.65165840099557,-79.3727201723461,BBQ Joint
640,St. James Town,43.6514939,-79.3754179,Terroni,43.650927,-79.375602,Italian Restaurant
641,St. James Town,43.6514939,-79.3754179,Dineen Coffee,43.650497,-79.378765,Café
642,St. James Town,43.6514939,-79.3754179,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
643,St. James Town,43.6514939,-79.3754179,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
644,St. James Town,43.6514939,-79.3754179,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
645,St. James Town,43.6514939,-79.3754179,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
646,St. James Town,43.6514939,-79.3754179,The Poet Cafe,43.65063683072023,-79.37127573699792,Café
647,St. James Town,43.6514939,-79.3754179,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
648,St. James Town,43.6514939,-79.3754179,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
649,St. James Town,43.6514939,-79.3754179,The George Street Diner,43.65297,-79.371467,Diner
650,St. James Town,43.6514939,-79.3754179,Berczy Park,43.64804835388851,-79.3751722909452,Park
651,St. James Town,43.6514939,-79.3754179,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
652,St. James Town,43.6514939,-79.3754179,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
653,St. James Town,43.6514939,-79.3754179,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
654,St. James Town,43.6514939,-79.3754179,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
655,St. James Town,43.6514939,-79.3754179,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
656,St. James Town,43.6514939,-79.3754179,Café Plenty,43.6491179354577,-79.37831288380438,Café
657,St. James Town,43.6514939,-79.3754179,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
658,St. James Town,43.6514939,-79.3754179,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
659,St. James Town,43.6514939,-79.3754179,St. James Park,43.6504248002309,-79.3723109702051,Park
660,St. James Town,43.6514939,-79.3754179,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
661,St. James Town,43.6514939,-79.3754179,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
662,St. James Town,43.6514939,-79.3754179,Market Street Catch,43.64850142396483,-79.3718080237409,Seafood Restaurant
663,St. James Town,43.6514939,-79.3754179,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
664,St. James Town,43.6514939,-79.3754179,Bulk Barn,43.64999368528393,-79.37009943145777,Grocery Store
